file_name,max,min,one_sigma1,one_sigma2,outlier_cnt_mean,div60,peak,tail,date,class,label_first,label_second,label_third,label_fourth,real_label,log_label,cam,pred_log,pred_real
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190610/cam3(10^1=17) (10^2=130.5)/102_bioref_0_2_cam3.tif,28.21199444444445,28.188472222222234,28.204243362315587,28.1950078413881,17,1.8364345779321,8052912,17.0,190610,1,0,,0.0,1.0,130.5,2.1156105116743,cam3,2.165933755795161,146.53243137145066
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190610/cam3(10^1=17) (10^2=130.5)/102_bioref_0_1_cam3.tif,28.240675,28.221627777777766,28.23509707848287,28.226101625220824,20,1.8451168148148127,8054815,17.0,190610,1,0,,0.0,1.0,130.5,2.1156105116743,cam3,2.165933755795161,146.53243137145066
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190610/cam3(10^1=17) (10^2=130.5)/102_bioref_120_1_cam3.tif,27.093438888888887,27.069127777777766,27.086840382742,27.076062672813567,20,1.839070442129631,8132500,16.0,190610,1,0,,0.0,1.0,130.5,2.1156105116743,cam3,2.165966565112735,146.54350176465115
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190610/cam3(10^1=17) (10^2=130.5)/102_bioref_240_1_cam3.tif,28.54349722222221,28.52563333333333,28.537038690561772,28.52910492054934,20,1.8151059158950609,8030923,17.0,190610,1,0,,0.0,1.0,130.5,2.1156105116743,cam3,2.165933755795161,146.53243137145066
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190610/cam3(10^1=17) (10^2=130.5)/102_bioref_0_3_cam3.tif,28.16610833333333,28.15010833333333,28.1642045677409,28.156008487814656,20,1.822859141203704,8054571,16.0,190610,1,0,,0.0,1.0,130.5,2.1156105116743,cam3,2.165933755795161,146.53243137145066
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190513/cam3(10^1=14.5) (10^2=173)/102_bioref_240_3_cam3.tif,28.064202777777766,28.037022222222234,28.05425248349149,28.04315464613813,16,1.7912153094135794,8083839,19.0,190513,1,0,,0.0,1.0,173.0,2.2380461031287955,cam3,2.165933755795161,146.53243137145066
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190513/cam3(10^1=14.5) (10^2=173)/102_bioref_120_2_cam3.tif,26.824119444444445,26.80046111111111,26.818453977554363,26.80844435577897,16,1.8001812592592592,8178575,16.0,190513,1,0,,0.0,1.0,173.0,2.2380461031287955,cam3,2.165966565112735,146.54350176465115
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190513/cam3(10^1=14.5) (10^2=173)/102_bioref_120_3_cam3.tif,26.76158611111111,26.728644444444445,26.75075735947984,26.74008708496461,15,1.7896798302469132,8182461,17.0,190513,1,0,,0.0,1.0,173.0,2.2380461031287955,cam3,2.165966565112735,146.54350176465115
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190513/cam3(10^1=14.5) (10^2=173)/102_bioref_240_2_cam3.tif,28.044525,28.011138888888887,28.03178538727545,28.01950831642825,19,1.7968925169753112,8083095,17.0,190513,1,0,,0.0,1.0,173.0,2.2380461031287955,cam3,2.165933755795161,146.53243137145066
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190513/cam3(10^1=14.5) (10^2=173)/102_bioref_0_2_cam3.tif,28.894897222222234,28.84968888888889,28.88288069374677,28.861913472919912,17,2.8009161057098724,8004233,19.0,190513,1,0,,0.0,1.0,173.0,2.2380461031287955,cam3,2.165933755795161,146.53243137145066
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190513/cam3(10^1=14.5) (10^2=173)/102_bioref_0_1_cam3.tif,28.851830555555555,28.82788055555556,28.84474737220181,28.83524475742782,18,2.9394216813271634,8002948,18.0,190513,1,0,,0.0,1.0,173.0,2.2380461031287955,cam3,2.165933755795161,146.53243137145066
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190513/cam3(10^1=14.5) (10^2=173)/102_bioref_120_1_cam3.tif,26.83816944444445,26.812375,26.833251122799396,26.82333378460801,17,1.8161283125000005,8176482,15.0,190513,1,0,,0.0,1.0,173.0,2.2380461031287955,cam3,2.165966565112735,146.54350176465115
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190513/cam3(10^1=14.5) (10^2=173)/102_bioref_240_1_cam3.tif,27.99457222222221,27.96975833333333,27.986590567600693,27.97634637684376,21,1.7892209699074106,8090215,17.0,190513,1,0,,0.0,1.0,173.0,2.2380461031287955,cam3,2.165933755795161,146.53243137145066
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190513/cam3(10^1=14.5) (10^2=173)/102_bioref_0_3_cam3.tif,28.86630833333333,28.83265,28.85892939665116,28.8397536589044,25,2.551772843364195,7995277,17.0,190513,1,0,,0.0,1.0,173.0,2.2380461031287955,cam3,2.165933755795161,146.53243137145066
