file_name,max,min,one_sigma1,one_sigma2,outlier_cnt_mean,div60,peak,tail,date,class,label_first,label_second,label_third,label_fourth,real_label,log_label,cam
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam3(10^1=9.5) (10^2=140.5)/102_bioref_240_2_cam3.tif,25.874502777777767,25.84961944444445,25.86607882241661,25.85554386276857,22,1.6888761195987645,8275094,15.0,190522,1,0,,0.0,1.0,140.5,2.1476763242410986,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam3(10^1=9.5) (10^2=140.5)/105_bioref_120_3_cam3.tif,27.140355555555555,27.09941388888889,27.12749155206239,27.109969281270953,19,4.206400065586423,6941591,23.0,190522,4,1,4.0,,,140500.0,5.1476763242410986,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam3(10^1=9.5) (10^2=140.5)/103_bioref_240_3_cam3.tif,28.88096388888889,28.849502777777786,28.872686393399647,28.85760471771145,21,1.8629298379629635,8008695,18.0,190522,2,0,,0.0,2.0,1405.0,3.1476763242410986,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam3(10^1=9.5) (10^2=140.5)/101_bioref_0_2_cam3.tif,26.95825833333333,26.935002777777786,26.951544184687805,26.941309796793675,19,2.1774235393518544,8166326,17.0,190522,0,0,,0.0,0.0,9.5,0.9777236052888476,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam3(10^1=9.5) (10^2=140.5)/106_bioref_240_1_cam3.tif,28.855277777777786,28.74333055555556,28.823834189260094,28.775702014443606,18,28.10935529552473,5013593,45.0,190522,5,1,5.0,,,1405000.0,6.1476763242410986,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam3(10^1=9.5) (10^2=140.5)/107_bioref_0_2_cam3.tif,30.75033333333333,30.551016666666666,30.68283770477475,30.59386831374377,17,88.15249470756174,1743793,123.0,190522,6,1,6.0,,,14050000.0,7.1476763242410986,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam3(10^1=9.5) (10^2=140.5)/107_bioref_0_3_cam3.tif,30.76625,30.53264166666667,30.700044342713266,30.598870749879328,18,92.90613783410505,1705101,123.0,190522,6,1,6.0,,,14050000.0,7.1476763242410986,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam3(10^1=9.5) (10^2=140.5)/104_bioref_120_3_cam3.tif,26.56405833333333,26.539105555555555,26.5582713550889,26.54597364491109,23,1.9517306064814768,8062684,16.0,190522,3,0,,1.0,,14050.0,4.1476763242410986,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam3(10^1=9.5) (10^2=140.5)/101_bioref_240_2_cam3.tif,25.415138888888887,25.39159166666667,25.41053549035444,25.39888626890481,21,1.6509903649691364,8303900,15.0,190522,0,0,,0.0,0.0,9.5,0.9777236052888476,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam3(10^1=9.5) (10^2=140.5)/103_bioref_240_1_cam3.tif,28.890013888888888,28.853022222222233,28.880663328832288,28.864648152649192,22,1.8862733364197544,8008187,19.0,190522,2,0,,0.0,2.0,1405.0,3.1476763242410986,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam3(10^1=9.5) (10^2=140.5)/101_bioref_0_1_cam3.tif,26.993777777777765,26.965097222222226,26.98554705109485,26.97289322668293,20,2.2645017245370327,8168696,16.0,190522,0,0,,0.0,0.0,9.5,0.9777236052888476,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam3(10^1=9.5) (10^2=140.5)/105_bioref_240_2_cam3.tif,26.02310555555556,25.98383888888889,26.012273247157644,25.996631938027548,19,3.8886675756172835,7687382,22.0,190522,4,1,4.0,,,140500.0,5.1476763242410986,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam3(10^1=9.5) (10^2=140.5)/102_bioref_0_2_cam3.tif,25.915902777777767,25.88120833333333,25.91019338565949,25.894611984710878,17,2.2198303611111165,8261920,15.0,190522,1,0,,0.0,1.0,140.5,2.1476763242410986,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam3(10^1=9.5) (10^2=140.5)/101_bioref_120_1_cam3.tif,30.60471111111111,30.572588888888887,30.59493819010212,30.582846624712698,20,2.033112438271606,7881170,17.0,190522,0,0,,0.0,0.0,9.5,0.9777236052888476,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam3(10^1=9.5) (10^2=140.5)/106_bioref_0_2_cam3.tif,29.38980833333333,29.298327777777786,29.357414158556853,29.31856454514686,20,18.205797663580235,3833004,59.0,190522,5,1,5.0,,,1405000.0,6.1476763242410986,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam3(10^1=9.5) (10^2=140.5)/101_bioref_120_2_cam3.tif,30.544963888888887,30.51878888888889,30.534807838263788,30.52446169877325,19,2.0135352785493827,7884759,16.0,190522,0,0,,0.0,0.0,9.5,0.9777236052888476,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam3(10^1=9.5) (10^2=140.5)/103_bioref_0_2_cam3.tif,25.318302777777767,25.298125,25.31331812765429,25.30382289086423,21,1.964753480709875,8299001,17.0,190522,2,0,,0.0,2.0,1405.0,3.1476763242410986,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam3(10^1=9.5) (10^2=140.5)/104_bioref_0_2_cam3.tif,29.15939444444445,29.12188333333333,29.150285215040146,29.13375450718207,22,2.2514997770061727,7829150,20.0,190522,3,0,,1.0,,14050.0,4.1476763242410986,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam3(10^1=9.5) (10^2=140.5)/103_bioref_120_3_cam3.tif,29.00924444444445,28.981119444444445,29.004128319076123,28.993331032775732,19,1.923735701388892,7975615,17.0,190522,2,0,,0.0,2.0,1405.0,3.1476763242410986,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam3(10^1=9.5) (10^2=140.5)/106_bioref_240_3_cam3.tif,28.89543888888889,28.81726111111111,28.86330941043332,28.83331253401113,15,28.480412959104914,4941408,51.0,190522,5,1,5.0,,,1405000.0,6.1476763242410986,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam3(10^1=9.5) (10^2=140.5)/103_bioref_0_3_cam3.tif,25.42355833333333,25.40519722222223,25.418019289659227,25.409648210340773,17,1.8827874714506128,8288316,18.0,190522,2,0,,0.0,2.0,1405.0,3.1476763242410986,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam3(10^1=9.5) (10^2=140.5)/105_bioref_240_3_cam3.tif,26.054877777777786,26.02385833333333,26.043148883177643,26.02927833904458,22,3.903515140432092,7671323,23.0,190522,4,1,4.0,,,140500.0,5.1476763242410986,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam3(10^1=9.5) (10^2=140.5)/102_bioref_0_1_cam3.tif,25.864269444444453,25.84546944444445,25.85794704483693,25.849289992200113,18,2.3584086250000027,8255254,16.0,190522,1,0,,0.0,1.0,140.5,2.1476763242410986,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam3(10^1=9.5) (10^2=140.5)/105_bioref_0_1_cam3.tif,26.31251111111111,26.262994444444452,26.296690355775212,26.27673594052108,20,3.636136541666669,7105836,22.0,190522,4,1,4.0,,,140500.0,5.1476763242410986,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam3(10^1=9.5) (10^2=140.5)/103_bioref_120_2_cam3.tif,28.995769444444445,28.97690833333333,28.99142818320553,28.98237320568336,21,1.9342704776234585,7966387,16.0,190522,2,0,,0.0,2.0,1405.0,3.1476763242410986,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam3(10^1=9.5) (10^2=140.5)/102_bioref_120_1_cam3.tif,26.66020833333333,26.63774444444445,26.65402151359257,26.644853393814834,19,1.7965164637345687,8198360,15.0,190522,1,0,,0.0,1.0,140.5,2.1476763242410986,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam3(10^1=9.5) (10^2=140.5)/107_bioref_120_3_cam3.tif,31.60811944444445,31.3502,31.534973631096893,31.40477692445865,22,203.2005753503085,1501455,177.0,190522,6,1,6.0,,,14050000.0,7.1476763242410986,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam3(10^1=9.5) (10^2=140.5)/103_bioref_240_2_cam3.tif,28.880097222222233,28.85718333333333,28.87278085254464,28.86314099930723,16,1.8676589722222263,8010932,17.0,190522,2,0,,0.0,2.0,1405.0,3.1476763242410986,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam3(10^1=9.5) (10^2=140.5)/102_bioref_240_1_cam3.tif,25.850947222222214,25.82666666666667,25.84559851697107,25.834307408954874,20,1.6917191635802482,8273837,18.0,190522,1,0,,0.0,1.0,140.5,2.1476763242410986,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam3(10^1=9.5) (10^2=140.5)/107_bioref_120_2_cam3.tif,31.58699444444445,31.33104166666667,31.54446118176323,31.431694466384922,18,202.43084080787074,1490170,159.0,190522,6,1,6.0,,,14050000.0,7.1476763242410986,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam3(10^1=9.5) (10^2=140.5)/105_bioref_120_1_cam3.tif,27.192269444444445,27.148747222222234,27.181431319910555,27.160468772682037,19,4.209416713734565,6908129,26.0,190522,4,1,4.0,,,140500.0,5.1476763242410986,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam3(10^1=9.5) (10^2=140.5)/101_bioref_120_3_cam3.tif,30.5256,30.49788333333333,30.515945581236053,30.50533719654172,15,2.006239165123458,7885153,19.0,190522,0,0,,0.0,0.0,9.5,0.9777236052888476,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam3(10^1=9.5) (10^2=140.5)/101_bioref_0_3_cam3.tif,26.940072222222234,26.918230555555557,26.933328764751128,26.922957346359983,21,2.086211149691356,8174310,16.0,190522,0,0,,0.0,0.0,9.5,0.9777236052888476,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam3(10^1=9.5) (10^2=140.5)/102_bioref_0_3_cam3.tif,25.926855555555555,25.90146666666667,25.919823904510004,25.909498965860358,18,2.1386776905864195,8259719,19.0,190522,1,0,,0.0,1.0,140.5,2.1476763242410986,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam3(10^1=9.5) (10^2=140.5)/104_bioref_240_2_cam3.tif,27.865613888888888,27.834325,27.85815661632203,27.845066254048344,21,2.006508520833333,8020089,17.0,190522,3,0,,1.0,,14050.0,4.1476763242410986,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam3(10^1=9.5) (10^2=140.5)/107_bioref_240_1_cam3.tif,29.24446666666667,28.976947222222233,29.19025122759111,29.05848145759407,19,179.46460581095695,1772911,126.0,190522,6,1,6.0,,,14050000.0,7.1476763242410986,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam3(10^1=9.5) (10^2=140.5)/103_bioref_120_1_cam3.tif,29.00880833333333,28.98551388888889,29.001630517002862,28.990767353367513,19,1.964176744598764,7959160,17.0,190522,2,0,,0.0,2.0,1405.0,3.1476763242410986,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam3(10^1=9.5) (10^2=140.5)/103_bioref_0_1_cam3.tif,25.33261666666667,25.313730555555555,25.326309430808767,25.31830297659863,19,1.9654530123456824,8297547,15.0,190522,2,0,,0.0,2.0,1405.0,3.1476763242410986,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam3(10^1=9.5) (10^2=140.5)/104_bioref_240_1_cam3.tif,27.879466666666666,27.85265,27.87329545810652,27.86197065300459,17,2.0061306095679035,8018116,18.0,190522,3,0,,1.0,,14050.0,4.1476763242410986,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam3(10^1=9.5) (10^2=140.5)/107_bioref_240_3_cam3.tif,29.26133055555556,29.026111111111113,29.211441876464573,29.09678414205395,27,179.0545822785493,1759968,146.0,190522,6,1,6.0,,,14050000.0,7.1476763242410986,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam3(10^1=9.5) (10^2=140.5)/104_bioref_120_2_cam3.tif,26.51771388888889,26.490997222222234,26.513500367475327,26.50133639178393,16,1.9431795300925965,8069679,17.0,190522,3,0,,1.0,,14050.0,4.1476763242410986,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam3(10^1=9.5) (10^2=140.5)/101_bioref_240_1_cam3.tif,25.363522222222233,25.34323611111111,25.35863496649145,25.349107533508548,20,1.672529574845674,8315096,15.0,190522,0,0,,0.0,0.0,9.5,0.9777236052888476,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam3(10^1=9.5) (10^2=140.5)/106_bioref_120_1_cam3.tif,26.62038055555556,26.519252777777766,26.595623559118767,26.54909014458495,25,23.2584631496914,4999910,46.0,190522,5,1,5.0,,,1405000.0,6.1476763242410986,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam3(10^1=9.5) (10^2=140.5)/104_bioref_120_1_cam3.tif,26.47551944444445,26.44948333333333,26.471100463571506,26.457709443835906,20,1.937145283179009,8070877,18.0,190522,3,0,,1.0,,14050.0,4.1476763242410986,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190605_1/cam3(10^1=21) (10^2=200.5)/106_bioref_240_2_cam3.tif,30.602269444444445,30.52288333333333,30.58182069961914,30.54136393001049,23,32.38437901697539,4615998,48.0,190605,5,1,5.0,,,2005000.0,6.302114376956201,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190605_1/cam3(10^1=21) (10^2=200.5)/106_bioref_120_3_cam3.tif,26.82035833333333,26.706516666666666,26.791674240353284,26.747788074461532,19,25.07435653163576,4021509,57.0,190605,5,1,5.0,,,2005000.0,6.302114376956201,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190605_1/cam3(10^1=21) (10^2=200.5)/102_bioref_240_3_cam3.tif,27.614369444444453,27.593238888888887,27.60964380655759,27.59964193418315,18,1.8045484305555584,8097310,17.0,190605,1,0,,0.0,1.0,200.5,2.3021143769562014,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190605_1/cam3(10^1=21) (10^2=200.5)/105_bioref_0_2_cam3.tif,29.25475833333333,29.21221388888889,29.242289169932192,29.22424592266041,19,4.059828241512352,6667216,26.0,190605,4,1,4.0,,,200500.0,5.302114376956201,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190605_1/cam3(10^1=21) (10^2=200.5)/106_bioref_0_3_cam3.tif,30.824566666666666,30.721311111111113,30.789382723491826,30.74258523947115,19,22.0230224104938,3616048,62.0,190605,5,1,5.0,,,2005000.0,6.302114376956201,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190605_1/cam3(10^1=21) (10^2=200.5)/106_bioref_120_2_cam3.tif,26.793294444444445,26.70128888888889,26.77479215242773,26.7327562734982,19,24.72393609182097,3977737,62.0,190605,5,1,5.0,,,2005000.0,6.302114376956201,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190605_1/cam3(10^1=21) (10^2=200.5)/101_bioref_240_3_cam3.tif,28.849438888888887,28.829044444444445,28.84425768104504,28.83508926339941,17,1.8651517569444485,8011038,17.0,190605,0,0,,0.0,0.0,21.0,1.3222192947339193,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190605_1/cam3(10^1=21) (10^2=200.5)/105_bioref_120_2_cam3.tif,28.979311111111112,28.94060833333333,28.96369291125989,28.94823060725863,18,4.76877969290123,7253147,23.0,190605,4,1,4.0,,,200500.0,5.302114376956201,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190605_1/cam3(10^1=21) (10^2=200.5)/104_bioref_0_3_cam3.tif,27.20195833333333,27.18321388888889,27.195205050336927,27.187102449663076,19,2.153145591820988,7974237,17.0,190605,3,0,,1.0,,20050.0,4.302114376956201,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190605_1/cam3(10^1=21) (10^2=200.5)/102_bioref_120_2_cam3.tif,24.77498888888889,24.75501388888889,24.767225971528827,24.75886467661933,18,1.617836729166663,8351670,15.0,190605,1,0,,0.0,1.0,200.5,2.3021143769562014,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190605_1/cam3(10^1=21) (10^2=200.5)/106_bioref_0_1_cam3.tif,30.773763888888887,30.676041666666666,30.737361779111296,30.69499025792573,17,20.248780424382755,3708538,57.0,190605,5,1,5.0,,,2005000.0,6.302114376956201,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190605_1/cam3(10^1=21) (10^2=200.5)/102_bioref_120_3_cam3.tif,24.77166111111111,24.752055555555554,24.76553673569727,24.756363171710138,22,1.6304492816357967,8346095,16.0,190605,1,0,,0.0,1.0,200.5,2.3021143769562014,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190605_1/cam3(10^1=21) (10^2=200.5)/105_bioref_240_1_cam3.tif,28.612236111111113,28.56268333333333,28.60007384971065,28.57915994658566,19,4.8127079961419765,7214761,23.0,190605,4,1,4.0,,,200500.0,5.302114376956201,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190605_1/cam3(10^1=21) (10^2=200.5)/107_bioref_240_2_cam3.tif,32.590941666666666,32.119369444444445,32.50960458034627,32.30237736409817,24,239.0853354467591,1704827,157.0,190605,6,1,6.0,,,20050000.0,7.302114376956201,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190605_1/cam3(10^1=21) (10^2=200.5)/107_bioref_120_1_cam3.tif,32.50065277777778,32.22603333333333,32.44331552085021,32.32171818285349,21,232.58602617438262,1591385,149.0,190605,6,1,6.0,,,20050000.0,7.302114376956201,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190605_1/cam3(10^1=21) (10^2=200.5)/105_bioref_0_3_cam3.tif,29.165030555555557,29.12126944444445,29.15345674699976,29.13493510485209,22,4.111700106481463,6648853,28.0,190605,4,1,4.0,,,200500.0,5.302114376956201,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190605_1/cam3(10^1=21) (10^2=200.5)/104_bioref_0_1_cam3.tif,27.1503,27.129166666666666,27.144871922097405,27.13575455938408,17,2.2328979907407405,7985553,17.0,190605,3,0,,1.0,,20050.0,4.302114376956201,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190605_1/cam3(10^1=21) (10^2=200.5)/107_bioref_0_1_cam3.tif,30.799238888888887,30.59283888888889,30.72970453845121,30.64451129488213,17,75.97701955787021,1801641,115.0,190605,6,1,6.0,,,20050000.0,7.302114376956201,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190605_1/cam3(10^1=21) (10^2=200.5)/104_bioref_240_3_cam3.tif,27.114925,27.092425,27.10995213494617,27.099134068757554,25,2.0345548078703706,8044323,17.0,190605,3,0,,1.0,,20050.0,4.302114376956201,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190605_1/cam3(10^1=21) (10^2=200.5)/102_bioref_240_2_cam3.tif,27.610194444444453,27.591922222222234,27.606592966766893,27.5973421258257,20,1.7959166319444466,8101489,16.0,190605,1,0,,0.0,1.0,200.5,2.3021143769562014,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190605_1/cam3(10^1=21) (10^2=200.5)/105_bioref_120_3_cam3.tif,29.018716666666666,28.962447222222234,29.000465002576906,28.978198978904576,16,4.790501192129635,7247019,21.0,190605,4,1,4.0,,,200500.0,5.302114376956201,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190605_1/cam3(10^1=21) (10^2=200.5)/103_bioref_240_3_cam3.tif,27.281211111111112,27.247255555555554,27.26783019497455,27.25528674946988,16,1.851615989969136,8114175,17.0,190605,2,0,,0.0,2.0,2005.0,3.3021143769562014,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190605_1/cam3(10^1=21) (10^2=200.5)/101_bioref_0_2_cam3.tif,29.086472222222234,29.067680555555555,29.079342780238072,29.07140462716933,19,2.497115777777776,7969121,19.0,190605,0,0,,0.0,0.0,21.0,1.3222192947339193,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190605_1/cam3(10^1=21) (10^2=200.5)/106_bioref_240_1_cam3.tif,30.612141666666666,30.491594444444445,30.569410461896034,30.51638361217804,21,32.17313458950625,4631450,50.0,190605,5,1,5.0,,,2005000.0,6.302114376956201,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190605_1/cam3(10^1=21) (10^2=200.5)/107_bioref_0_2_cam3.tif,30.73489444444445,30.567916666666665,30.69994924013956,30.632882333934532,19,81.02219842052469,1754170,123.0,190605,6,1,6.0,,,20050000.0,7.302114376956201,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190605_1/cam3(10^1=21) (10^2=200.5)/107_bioref_0_3_cam3.tif,30.705413888888888,30.538952777777766,30.66164769413659,30.590272213270826,18,85.39741782947547,1719045,131.0,190605,6,1,6.0,,,20050000.0,7.302114376956201,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190605_1/cam3(10^1=21) (10^2=200.5)/104_bioref_120_3_cam3.tif,25.664797222222226,25.636980555555557,25.6580717700355,25.647583600334865,18,1.9929761666666657,8164855,16.0,190605,3,0,,1.0,,20050.0,4.302114376956201,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190605_1/cam3(10^1=21) (10^2=200.5)/101_bioref_240_2_cam3.tif,28.974416666666666,28.954002777777767,28.970267374106218,28.961409199967857,21,1.868021976080249,8007485,16.0,190605,0,0,,0.0,0.0,21.0,1.3222192947339193,cam3
