file_name,max,min,one_sigma1,one_sigma2,outlier_cnt_mean,div60,peak,tail,cam,pred_first,pred_second,pred_third,pred_fourth,new_class,pred_log,pred_real
../test/inputs/190610/cam3(10^1=17) (10^2=130.5)/101_bioref_120_1_cam3.tif,29.145416666666666,29.12845,29.141037712940985,29.13265682409607,24,1.9197797445987697,7969825,18.0,cam3,0,,0.0,0.0,0.0,1.2245462655597095,16.77050983124842
../test/inputs/190610/cam3(10^1=17) (10^2=130.5)/102_bioref_120_2_cam3.tif,27.101975,27.0814,27.09725698229446,27.088267462149982,22,1.8394893086419768,8128488,16.0,cam3,0,,0.0,0.0,0.0,1.2245462655597095,16.77050983124842
../test/inputs/190610/cam3(10^1=17) (10^2=130.5)/103_bioref_240_2_cam3.tif,27.059327777777767,27.045647222222208,27.05573295945531,27.04844926276691,22,1.7517221435185166,8139335,15.0,cam3,0,,0.0,0.0,0.0,1.2245462655597095,16.77050983124842
../test/inputs/190610/cam3(10^1=17) (10^2=130.5)/103_bioref_240_3_cam3.tif,27.07425,27.053669444444445,27.066248223331126,27.05685177666888,21,1.7506928287037056,8133537,15.0,cam3,0,,0.0,0.0,0.0,1.2245462655597095,16.77050983124842
../test/inputs/190513/cam3(10^1=14.5) (10^2=173)/101_bioref_120_2_cam3.tif,30.213566666666665,30.15241944444445,30.20615345451651,30.172487749187198,25,6.130497878858021,7895941,17.0,cam3,0,,0.0,1.0,1.0,2.150031306914958,141.2639373654862
../test/inputs/190513/cam3(10^1=14.5) (10^2=173)/102_bioref_240_3_cam3.tif,28.064202777777766,28.037022222222234,28.05425248349149,28.04315464613813,16,1.7912153094135794,8083839,19.0,cam3,0,,0.0,1.0,1.0,2.150031306914958,141.2639373654862
../test/inputs/190513/cam3(10^1=14.5) (10^2=173)/102_bioref_120_3_cam3.tif,26.76158611111111,26.728644444444445,26.75075735947984,26.74008708496461,15,1.7896798302469132,8182461,17.0,cam3,0,,0.0,1.0,1.0,2.150031306914958,141.2639373654862
../test/inputs/190513/cam3(10^1=14.5) (10^2=173)/102_bioref_0_2_cam3.tif,28.894897222222234,28.84968888888889,28.88288069374677,28.861913472919912,17,2.8009161057098724,8004233,19.0,cam3,0,,0.0,1.0,1.0,2.150031306914958,141.2639373654862
../test/inputs/190513/cam3(10^1=14.5) (10^2=173)/102_bioref_240_2_cam3.tif,28.044525,28.011138888888887,28.03178538727545,28.01950831642825,19,1.7968925169753112,8083095,17.0,cam3,0,,0.0,1.0,1.0,2.150031306914958,141.2639373654862
../test/inputs/190513/cam3(10^1=14.5) (10^2=173)/102_bioref_0_3_cam3.tif,28.86630833333333,28.83265,28.85892939665116,28.8397536589044,25,2.551772843364195,7995277,17.0,cam3,0,,0.0,1.0,1.0,2.150031306914958,141.2639373654862
../test/inputs/190513/cam3(10^1=14.5) (10^2=173)/104_bioref_0_3_cam3.tif,25.702222222222233,25.680747222222234,25.696686157916478,25.68734356430573,23,2.146702148919755,8158201,17.0,cam3,0,,0.0,1.0,1.0,2.150031306914958,141.2639373654862
../test/inputs/190513/cam3(10^1=14.5) (10^2=173)/102_bioref_240_1_cam3.tif,27.99457222222221,27.96975833333333,27.986590567600693,27.97634637684376,21,1.7892209699074106,8090215,17.0,cam3,0,,0.0,1.0,1.0,2.150031306914958,141.2639373654862
../test/inputs/190522/cam3(10^1=9.5) (10^2=140.5)/102_bioref_240_3_cam3.tif,25.89224166666667,25.875372222222207,25.88880724876457,25.879453399383568,24,1.6845010470679005,8269615,16.0,cam3,0,,0.0,1.0,1.0,2.150031306914958,141.2639373654862
../test/inputs/190522/cam3(10^1=9.5) (10^2=140.5)/102_bioref_120_3_cam3.tif,26.58392222222221,26.56044444444445,26.57802515378457,26.56713392028951,18,1.7673295771604924,8203409,15.0,cam3,0,,0.0,1.0,1.0,2.150031306914958,141.2639373654862
../test/inputs/190522/cam3(10^1=9.5) (10^2=140.5)/102_bioref_120_1_cam3.tif,26.66020833333333,26.63774444444445,26.65402151359257,26.644853393814834,19,1.7965164637345687,8198360,15.0,cam3,0,,0.0,1.0,1.0,2.150031306914958,141.2639373654862
../test/inputs/190522/cam3(10^1=9.5) (10^2=140.5)/102_bioref_0_2_cam3.tif,25.915902777777767,25.88120833333333,25.91019338565949,25.894611984710878,17,2.2198303611111165,8261920,15.0,cam3,0,,0.0,1.0,1.0,2.150031306914958,141.2639373654862
../test/inputs/190522/cam3(10^1=9.5) (10^2=140.5)/102_bioref_240_2_cam3.tif,25.874502777777767,25.84961944444445,25.86607882241661,25.85554386276857,22,1.6888761195987645,8275094,15.0,cam3,0,,0.0,1.0,1.0,2.150031306914958,141.2639373654862
../test/inputs/190522/cam3(10^1=9.5) (10^2=140.5)/102_bioref_0_3_cam3.tif,25.926855555555555,25.90146666666667,25.919823904510004,25.909498965860358,18,2.1386776905864195,8259719,19.0,cam3,0,,0.0,1.0,1.0,2.150031306914958,141.2639373654862
../test/inputs/190522/cam3(10^1=9.5) (10^2=140.5)/102_bioref_0_1_cam3.tif,25.864269444444453,25.84546944444445,25.85794704483693,25.849289992200113,18,2.3584086250000027,8255254,16.0,cam3,0,,0.0,1.0,1.0,2.150031306914958,141.2639373654862
../test/inputs/190522/cam3(10^1=9.5) (10^2=140.5)/102_bioref_240_1_cam3.tif,25.85094722222221,25.82666666666667,25.84559851697107,25.834307408954874,20,1.6917191635802482,8273837,18.0,cam3,0,,0.0,1.0,1.0,2.150031306914958,141.2639373654862
../test/inputs/190522/cam3(10^1=9.5) (10^2=140.5)/101_bioref_120_3_cam3.tif,30.5256,30.49788333333333,30.515945581236053,30.50533719654172,15,2.006239165123458,7885153,19.0,cam3,0,,0.0,1.0,1.0,2.150031306914958,141.2639373654862
../test/inputs/190610/cam3(10^1=17) (10^2=130.5)/102_bioref_240_3_cam3.tif,28.53153333333333,28.50848333333333,28.52194574393464,28.51312916347276,17,1.815313456018513,8032845,16.0,cam3,0,,0.0,1.0,1.0,2.150031306914958,141.2639373654862
../test/inputs/190610/cam3(10^1=17) (10^2=130.5)/102_bioref_0_2_cam3.tif,28.21199444444445,28.188472222222234,28.204243362315587,28.1950078413881,17,1.8364345779321,8052912,17.0,cam3,0,,0.0,1.0,1.0,2.150031306914958,141.2639373654862
../test/inputs/190610/cam3(10^1=17) (10^2=130.5)/102_bioref_240_2_cam3.tif,28.53769722222221,28.514830555555548,28.5322660807449,28.523071789625455,16,1.829671152006172,8031109,18.0,cam3,0,,0.0,1.0,1.0,2.150031306914958,141.2639373654862
../test/inputs/190610/cam3(10^1=17) (10^2=130.5)/102_bioref_0_3_cam3.tif,28.16610833333333,28.15010833333333,28.1642045677409,28.156008487814656,20,1.822859141203704,8054571,16.0,cam3,0,,0.0,1.0,1.0,2.150031306914958,141.2639373654862
../test/inputs/190610/cam3(10^1=17) (10^2=130.5)/102_bioref_0_1_cam3.tif,28.240675,28.221627777777766,28.23509707848287,28.226101625220824,20,1.8451168148148127,8054815,17.0,cam3,0,,0.0,1.0,1.0,2.150031306914958,141.2639373654862
../test/inputs/190610/cam3(10^1=17) (10^2=130.5)/102_bioref_240_1_cam3.tif,28.54349722222221,28.52563333333333,28.537038690561772,28.52910492054934,20,1.8151059158950609,8030923,17.0,cam3,0,,0.0,1.0,1.0,2.150031306914958,141.2639373654862
../test/inputs/190513/cam3(10^1=14.5) (10^2=173)/101_bioref_240_3_cam3.tif,27.60534444444445,27.58078055555556,27.600330506386427,27.587921067687645,23,1.93642530169753,8123916,16.0,cam3,0,,0.0,2.0,2.0,3.150031306914958,1412.639373654862
../test/inputs/190513/cam3(10^1=14.5) (10^2=173)/104_bioref_0_2_cam3.tif,25.72646111111111,25.70036111111111,25.721734143125104,25.709376412430444,18,2.1998629429012326,8163017,16.0,cam3,0,,0.0,2.0,2.0,3.150031306914958,1412.639373654862
../test/inputs/190513/cam3(10^1=14.5) (10^2=173)/103_bioref_0_1_cam3.tif,28.656577777777766,28.62713055555556,28.64745895685649,28.63406011721758,20,3.3713258595678983,7974864,18.0,cam3,0,,0.0,2.0,2.0,3.150031306914958,1412.639373654862
../test/inputs/190513/cam3(10^1=14.5) (10^2=173)/102_bioref_120_1_cam3.tif,26.83816944444445,26.812375,26.833251122799396,26.82333378460801,17,1.8161283125000005,8176482,15.0,cam3,0,,0.0,2.0,2.0,3.150031306914958,1412.639373654862
../test/inputs/190513/cam3(10^1=14.5) (10^2=173)/101_bioref_240_1_cam3.tif,27.487275,27.45894722222221,27.48132100256863,27.466942886320247,22,1.9413524120370445,8125165,18.0,cam3,0,,0.0,2.0,2.0,3.150031306914958,1412.639373654862
../test/inputs/190513/cam3(10^1=14.5) (10^2=173)/103_bioref_240_1_cam3.tif,25.20496666666667,25.171888888888887,25.197654736911307,25.18368489271832,17,1.6597920771604922,8321777,18.0,cam3,0,,0.0,2.0,2.0,3.150031306914958,1412.639373654862
../test/inputs/190513/cam3(10^1=14.5) (10^2=173)/102_bioref_0_1_cam3.tif,28.851830555555555,28.82788055555556,28.84474737220181,28.83524475742782,18,2.9394216813271634,8002948,18.0,cam3,0,,0.0,2.0,2.0,3.150031306914958,1412.639373654862
../test/inputs/190513/cam3(10^1=14.5) (10^2=173)/103_bioref_0_3_cam3.tif,28.480427777777766,28.457127777777767,28.475530017997087,28.46560970422513,22,3.037709773919747,8013544,17.0,cam3,0,,0.0,2.0,2.0,3.150031306914958,1412.639373654862
../test/inputs/190513/cam3(10^1=14.5) (10^2=173)/103_bioref_0_2_cam3.tif,28.54005,28.493513888888888,28.52974621342282,28.50518897176236,24,3.2263496327160497,8007323,16.0,cam3,0,,0.0,2.0,2.0,3.150031306914958,1412.639373654862
../test/inputs/190513/cam3(10^1=14.5) (10^2=173)/102_bioref_120_2_cam3.tif,26.824119444444445,26.80046111111111,26.818453977554363,26.80844435577897,16,1.8001812592592592,8178575,16.0,cam3,0,,0.0,2.0,2.0,3.150031306914958,1412.639373654862
../test/inputs/190513/cam3(10^1=14.5) (10^2=173)/103_bioref_120_2_cam3.tif,26.978613888888887,26.95515833333333,26.97450358868797,26.962823911312032,22,1.9022831442901205,8156596,20.0,cam3,0,,0.0,2.0,2.0,3.150031306914958,1412.639373654862
../test/inputs/190513/cam3(10^1=14.5) (10^2=173)/103_bioref_240_2_cam3.tif,25.148322222222234,25.12358055555556,25.14410294046023,25.132072152132373,19,1.6514727337962962,8328360,15.0,cam3,0,,0.0,2.0,2.0,3.150031306914958,1412.639373654862
../test/inputs/190513/cam3(10^1=14.5) (10^2=173)/103_bioref_240_3_cam3.tif,25.1415,25.11813888888889,25.134355577008947,25.125160904472533,20,1.6483545154320975,8332998,16.0,cam3,0,,0.0,2.0,2.0,3.150031306914958,1412.639373654862
../test/inputs/190522/cam3(10^1=9.5) (10^2=140.5)/101_bioref_240_3_cam3.tif,25.402938888888887,25.37868611111111,25.39572156960737,25.38574167113338,18,1.6840432152777731,8307210,17.0,cam3,0,,0.0,2.0,2.0,3.150031306914958,1412.639373654862
../test/inputs/190522/cam3(10^1=9.5) (10^2=140.5)/103_bioref_0_1_cam3.tif,25.33261666666667,25.313730555555555,25.326309430808767,25.31830297659863,19,1.9654530123456824,8297547,15.0,cam3,0,,0.0,2.0,2.0,3.150031306914958,1412.639373654862
../test/inputs/190522/cam3(10^1=9.5) (10^2=140.5)/101_bioref_240_2_cam3.tif,25.415138888888887,25.39159166666667,25.41053549035444,25.39888626890481,21,1.6509903649691364,8303900,15.0,cam3,0,,0.0,2.0,2.0,3.150031306914958,1412.639373654862
../test/inputs/190522/cam3(10^1=9.5) (10^2=140.5)/101_bioref_240_1_cam3.tif,25.363522222222233,25.34323611111111,25.35863496649145,25.349107533508548,20,1.672529574845674,8315096,15.0,cam3,0,,0.0,2.0,2.0,3.150031306914958,1412.639373654862
../test/inputs/190522/cam3(10^1=9.5) (10^2=140.5)/103_bioref_240_1_cam3.tif,28.890013888888888,28.853022222222233,28.880663328832288,28.864648152649192,22,1.8862733364197544,8008187,19.0,cam3,0,,0.0,2.0,2.0,3.150031306914958,1412.639373654862
../test/inputs/190522/cam3(10^1=9.5) (10^2=140.5)/103_bioref_0_3_cam3.tif,25.42355833333333,25.40519722222223,25.418019289659227,25.409648210340773,17,1.8827874714506128,8288316,18.0,cam3,0,,0.0,2.0,2.0,3.150031306914958,1412.639373654862
../test/inputs/190522/cam3(10^1=9.5) (10^2=140.5)/103_bioref_0_2_cam3.tif,25.318302777777767,25.298125,25.31331812765429,25.30382289086423,21,1.964753480709875,8299001,17.0,cam3,0,,0.0,2.0,2.0,3.150031306914958,1412.639373654862
../test/inputs/190522/cam3(10^1=9.5) (10^2=140.5)/103_bioref_240_2_cam3.tif,28.880097222222233,28.85718333333333,28.87278085254464,28.86314099930723,16,1.8676589722222263,8010932,17.0,cam3,0,,0.0,2.0,2.0,3.150031306914958,1412.639373654862
../test/inputs/190522/cam3(10^1=9.5) (10^2=140.5)/103_bioref_240_3_cam3.tif,28.88096388888889,28.849502777777786,28.872686393399647,28.85760471771145,21,1.8629298379629635,8008695,18.0,cam3,0,,0.0,2.0,2.0,3.150031306914958,1412.639373654862
../test/inputs/190610/cam3(10^1=17) (10^2=130.5)/104_bioref_0_2_cam3.tif,28.53380833333333,28.508102777777786,28.525528995238986,28.5165062825388,19,2.1540573526234543,7890461,18.0,cam3,0,,0.0,2.0,2.0,3.150031306914958,1412.639373654862
../test/inputs/190610/cam3(10^1=17) (10^2=130.5)/103_bioref_0_1_cam3.tif,27.53026388888889,27.511475,27.52517320550104,27.51540012783229,26,1.8598595632716024,8091203,17.0,cam3,0,,0.0,2.0,2.0,3.150031306914958,1412.639373654862
../test/inputs/190610/cam3(10^1=17) (10^2=130.5)/102_bioref_120_3_cam3.tif,27.103691666666666,27.082105555555554,27.097456596181694,27.08744932974424,19,1.855792313271605,8126721,19.0,cam3,0,,0.0,2.0,2.0,3.150031306914958,1412.639373654862
../test/inputs/190610/cam3(10^1=17) (10^2=130.5)/104_bioref_120_2_cam3.tif,28.67188611111111,28.646672222222207,28.665193254902714,28.654017300652853,22,2.24905079938271,7915259,20.0,cam3,0,,0.0,2.0,2.0,3.150031306914958,1412.639373654862
../test/inputs/190610/cam3(10^1=17) (10^2=130.5)/104_bioref_120_3_cam3.tif,28.676602777777767,28.651741666666666,28.668575428548145,28.65870299737778,21,2.247703227623455,7917129,17.0,cam3,0,,0.0,2.0,2.0,3.150031306914958,1412.639373654862
../test/inputs/190610/cam3(10^1=17) (10^2=130.5)/103_bioref_240_1_cam3.tif,27.06735,27.049397222222233,27.063800391835947,27.056111089645533,19,1.751676304012348,8135053,19.0,cam3,0,,0.0,2.0,2.0,3.150031306914958,1412.639373654862
../test/inputs/190610/cam3(10^1=17) (10^2=130.5)/103_bioref_0_3_cam3.tif,27.525513888888888,27.502352777777766,27.5172324671007,27.50767818104745,20,1.854183432870372,8079640,16.0,cam3,0,,0.0,2.0,2.0,3.150031306914958,1412.639373654862
../test/inputs/190610/cam3(10^1=17) (10^2=130.5)/103_bioref_0_2_cam3.tif,27.50690833333333,27.48961666666667,27.503842181030887,27.49687467082096,16,1.8567685725308638,8090563,18.0,cam3,0,,0.0,2.0,2.0,3.150031306914958,1412.639373654862
../test/inputs/190610/cam3(10^1=17) (10^2=130.5)/104_bioref_120_1_cam3.tif,28.643955555555557,28.619072222222233,28.634619501969446,28.624323553586112,19,2.254461979166672,7911572,20.0,cam3,0,,0.0,2.0,2.0,3.150031306914958,1412.639373654862
../test/inputs/190610/cam3(10^1=17) (10^2=130.5)/103_bioref_120_1_cam3.tif,29.9949,29.97876388888889,29.991703671575788,29.9834713284242,23,1.9763786311728424,7890785,16.0,cam3,0,,0.0,2.0,2.0,3.150031306914958,1412.639373654862
../test/inputs/190610/cam3(10^1=17) (10^2=130.5)/103_bioref_120_2_cam3.tif,29.989247222222208,29.963811111111113,29.982068687813648,29.97089797885302,19,1.9716036898148104,7890888,20.0,cam3,0,,0.0,2.0,2.0,3.150031306914958,1412.639373654862
../test/inputs/190610/cam3(10^1=17) (10^2=130.5)/104_bioref_0_3_cam3.tif,28.52046111111111,28.49746944444445,28.514169386397878,28.50539172471323,17,2.1354036558641973,7892593,17.0,cam3,0,,0.0,2.0,2.0,3.150031306914958,1412.639373654862
../test/inputs/190610/cam3(10^1=17) (10^2=130.5)/101_bioref_120_3_cam3.tif,29.099322222222234,29.07772222222221,29.092509113174373,29.084269034973783,18,1.894409945987652,7986156,19.0,cam3,0,,0.0,2.0,2.0,3.150031306914958,1412.639373654862
../test/inputs/190513/cam3(10^1=14.5) (10^2=173)/101_bioref_240_2_cam3.tif,27.52556944444445,27.49994166666667,27.521368359829264,27.51144238091149,18,1.971509483024691,8128878,18.0,cam3,0,,1.0,,3.0,4.150031306914959,14126.393736548634
../test/inputs/190513/cam3(10^1=14.5) (10^2=173)/104_bioref_240_3_cam3.tif,29.665086111111112,29.63660833333333,29.65784270197391,29.64562914987794,17,2.2053743858024695,7799308,18.0,cam3,0,,1.0,,3.0,4.150031306914959,14126.393736548634
../test/inputs/190513/cam3(10^1=14.5) (10^2=173)/104_bioref_240_1_cam3.tif,29.65124444444445,29.61763333333333,29.6407905074004,29.626150325932933,18,2.199336781635798,7791850,18.0,cam3,0,,1.0,,3.0,4.150031306914959,14126.393736548634
../test/inputs/190513/cam3(10^1=14.5) (10^2=173)/104_bioref_0_1_cam3.tif,25.58352222222221,25.554786111111113,25.57771601320497,25.564683801609842,20,2.2776590046296303,8183133,16.0,cam3,0,,1.0,,3.0,4.150031306914959,14126.393736548634
../test/inputs/190513/cam3(10^1=14.5) (10^2=173)/104_bioref_240_2_cam3.tif,29.635761111111112,29.598827777777768,29.62633781566045,29.609258295450662,20,2.2211993024691385,7791339,16.0,cam3,0,,1.0,,3.0,4.150031306914959,14126.393736548634
../test/inputs/190522/cam3(10^1=9.5) (10^2=140.5)/104_bioref_0_2_cam3.tif,29.15939444444445,29.12188333333333,29.150285215040146,29.13375450718207,22,2.2514997770061727,7829150,20.0,cam3,0,,1.0,,3.0,4.150031306914959,14126.393736548634
../test/inputs/190522/cam3(10^1=9.5) (10^2=140.5)/104_bioref_240_3_cam3.tif,27.880625,27.852025,27.87299273962807,27.85996124185341,23,2.0208523834876524,8021410,18.0,cam3,0,,1.0,,3.0,4.150031306914959,14126.393736548634
../test/inputs/190522/cam3(10^1=9.5) (10^2=140.5)/104_bioref_120_2_cam3.tif,26.51771388888889,26.490997222222234,26.513500367475327,26.50133639178393,16,1.9431795300925965,8069679,17.0,cam3,0,,1.0,,3.0,4.150031306914959,14126.393736548634
../test/inputs/190522/cam3(10^1=9.5) (10^2=140.5)/104_bioref_120_3_cam3.tif,26.56405833333333,26.539105555555555,26.5582713550889,26.54597364491109,23,1.9517306064814768,8062684,16.0,cam3,0,,1.0,,3.0,4.150031306914959,14126.393736548634
../test/inputs/190522/cam3(10^1=9.5) (10^2=140.5)/104_bioref_240_1_cam3.tif,27.879466666666666,27.85265,27.87329545810652,27.86197065300459,17,2.0061306095679035,8018116,18.0,cam3,0,,1.0,,3.0,4.150031306914959,14126.393736548634
../test/inputs/190522/cam3(10^1=9.5) (10^2=140.5)/104_bioref_0_1_cam3.tif,29.15166111111111,29.127291666666668,29.145322170759158,29.13495755146305,20,2.3019846828703723,7808050,19.0,cam3,0,,1.0,,3.0,4.150031306914959,14126.393736548634
../test/inputs/190522/cam3(10^1=9.5) (10^2=140.5)/104_bioref_120_1_cam3.tif,26.47551944444445,26.44948333333333,26.471100463571506,26.457709443835906,20,1.937145283179009,8070877,18.0,cam3,0,,1.0,,3.0,4.150031306914959,14126.393736548634
../test/inputs/190522/cam3(10^1=9.5) (10^2=140.5)/104_bioref_0_3_cam3.tif,29.16693333333333,29.138527777777767,29.162161851018663,29.15056009342577,20,2.199871406635802,7835710,20.0,cam3,0,,1.0,,3.0,4.150031306914959,14126.393736548634
../test/inputs/190522/cam3(10^1=9.5) (10^2=140.5)/104_bioref_240_2_cam3.tif,27.865613888888888,27.834325,27.85815661632203,27.845066254048344,21,2.006508520833333,8020089,17.0,cam3,0,,1.0,,3.0,4.150031306914959,14126.393736548634
